Id,Price
4567,162000.5832893279
5925,118651.43703045775
960,148785.3210990577
3848,111386.83364909141
746,202753.5990115203
868,348766.0875222521
672,113184.47696744345
2471,218115.9216124799
4510,122286.71627193097
8354,256719.62619326037
6393,171046.57234337728
13270,238638.72369268985
5250,259871.92003800094
16751,176018.0961159528
11404,139059.22767094916
10588,337627.15644717624
14925,201354.50735396362
6791,207780.09819682085
16097,193266.80545295126
16428,373528.16007869184
6945,329683.6381868297
3190,185920.88412593506
15709,443025.19689693686
13155,149668.1396266158
7675,205965.59296810415
14686,230665.6109689443
609,140217.2169407729
11155,167348.25510100674
10869,195464.5198813674
15742,187879.18643340457
9245,195301.00094513642
3340,157012.23143101882
2359,290794.8513717256
8070,212795.73879917528
13707,129444.4187110694
16079,267860.69801171694
15937,295076.6062111401
14090,187425.36789791266
9008,212489.20524050028
16384,172534.83237652644
11657,229343.93436314756
13151,159485.56487994248
8990,154851.91002364742
11857,179573.89869556887
1565,153298.596300265
8174,89247.85997640916
9247,244487.918529427
10478,221739.08807382587
15509,135771.10672271298
8306,226739.7299918563
6642,186476.07552966496
7472,221941.6044183331
15989,138511.77515240782
13682,136281.65388222443
163,222033.7956028708
7076,198527.09532698832
7478,358091.88882572664
3029,190367.83077574678
1814,137142.6438097862
10057,131233.93562735769
15100,191864.6978223919
12694,237195.39783571786
6291,190850.79548591306
12603,166645.13764431694
3218,212631.44317645428
13456,131311.02404047595
10170,228088.90520566414
4530,169279.0084366877
13329,162577.57920631813
4820,156946.84860590467
10896,173952.57244805834
13416,124747.61702579669
2701,218133.26896238624
11265,337557.85936432116
9189,251182.49339469694
1858,180003.00197115
14536,242222.1073803715
6199,302930.78088693286
14730,164518.1732048611
7510,263848.9203324927
15505,152296.73652548032
7446,177620.3061181074
14016,175172.34413775022
14113,105645.8918763729
8721,300884.32653543976
6193,307070.0281151933
5717,175545.84251454604
5427,301456.869206262
9520,481778.1247821056
6869,100436.62147753882
1658,165708.5508793834
6639,236443.4318485473
6283,196060.62381165233
6257,132280.98095492923
15235,168976.7792165297
902,270816.7237220766
8932,190477.0185809025
16469,343550.6259989011
2825,278083.55640377576
6450,418025.53050193004
11366,183028.4029000116
3801,382111.5678357826
11385,203047.22236034108
1079,200762.93355341465
3202,249957.30392811744
676,225264.95799670342
6185,290131.20484068483
7730,156526.05378251628
2573,178410.18128099776
10978,201645.08739655794
10962,254473.18481583052
8870,196686.8974273342
8496,175834.6358973735
5517,172893.75482866695
927,181669.56770132732
13675,204619.1424177169
1499,223757.10829203803
15536,329661.878771438
8602,337440.52942210337
12137,349973.6121323674
9865,240275.4881012256
16353,301903.9164237603
15908,207952.1754087391
3944,176113.09914566544
10359,202515.0888155499
15158,234103.14885347759
3259,230716.36221361536
7220,318574.232220513
13843,206436.2171849797
16736,190099.60619582306
702,266202.9249712242
16401,146016.70414798878
12134,183445.26975856384
6918,232868.58535594723
11792,128555.59932307983
3798,132872.1403979019
10395,138956.31729036107
11099,128025.83379220164
7090,200013.22089038353
11260,193455.92696094982
9647,192130.41214613605
2903,419960.1810358178
2071,181054.5797608683
8604,186278.92609543723
9346,207768.58404295827
3945,206346.19844242831
3420,139732.2669399483
10842,125683.29339651627
725,163538.18088556497
13931,200235.2416688426
16330,227046.77945831625
9066,417216.57502590277
3326,292710.665337999
1556,269774.88599966426
6579,97733.60555866365
13877,133809.20469925363
9857,343412.62879970035
7302,280279.6361271392
5684,192363.86701625813
6513,238286.00539504064
11342,116304.33073436095
16561,222592.2094899081
6885,169371.83608493148
9308,172575.18329213763
2559,197932.05244849363
6648,172210.4675962273
15260,159890.2492119364
5113,192489.23060488442
16492,186271.8160913919
12034,293715.31732103234
7248,215376.4441701585
2171,204976.56585017135
10594,178765.98215259865
13241,202289.82413645415
7032,143884.1598008361
4884,159150.44882230257
903,221430.52509288175
162,183511.28642313762
6566,264198.0423710077
8249,145844.6940651288
13106,155780.16248219908
256,129351.33167841534
7976,165819.10039786372
8575,170276.16548148435
7591,278286.8498749173
3204,227244.79069575173
15804,180351.89921211635
1525,339047.86127459654
9038,199652.32082051574
13628,206253.51243180918
10016,202774.53607388618
10208,182482.80072006377
2008,193624.44989924587
13029,196743.2239920405
5099,132865.33349933234
9923,304413.2655496293
9461,110751.10755095795
11086,179506.95318003066
15057,283615.3737477477
10689,181283.00796402627
2053,210210.49263203048
16630,176214.65100990163
4985,163080.5421171604
13881,265765.88741702854
13225,193262.27425483536
5779,65374.99422697329
10262,174116.6558892724
10762,209980.49333428463
9513,195476.35872170635
11128,165572.53846693574
2074,308238.3023761711
933,197649.66120503575
2780,185759.50056642666
6594,119339.1954065613
15394,265159.9538546241
14863,130515.68175039059
6698,199808.7294026561
1611,235506.0606194419
174,187199.71348903872
5160,200705.19280677894
3295,314111.9474667877
4559,409914.7487646739
8254,173454.82720183753
10228,99786.78940187693
13924,134241.20898621
15341,244514.2934669337
4353,170297.73042260238
4334,72519.60603059501
1872,149867.91260569627
7823,186163.24642579793
310,152787.8347909722
3704,243844.7412187603
11615,294759.04458464705
6605,212578.39677005773
3381,178893.17129551954
2143,141640.72692694192
3191,258155.12929830284
13980,140516.26158124313
15613,171642.44795295788
10943,251307.47072194732
9654,136003.1246899817
16053,544609.6542273838
14931,223870.29265016943
8299,225717.50112021054
2147,175247.3771465745
11567,254383.29276276595
5905,138240.00624026405
11160,97493.43140571717
8275,151868.06629657335
16398,263040.61197388364
11229,163400.4395573534
10309,156811.5993760076
7340,265555.5869272932
7653,156456.8057807054
272,209177.19151129
9831,224140.09666210847
5016,135695.16622714038
5968,66819.82463441734
796,243215.80167238673
12123,123448.40295349815
16629,184277.97102778585
2637,167660.38183550828
6194,211972.8783924736
6216,305768.86361772486
14346,177843.61297206688
6428,134186.97819718134
2891,207117.87109552883
84,183526.46603459225
9260,224995.471154441
15250,140371.956124839
2348,221755.81724139658
10427,268135.933785771
13230,238406.99011863768
1691,256316.5323962165
8803,119578.28652368934
5464,242458.1834847737
10559,109114.25243763484
16787,316152.03608010925
4278,144460.56604544938
6183,171858.07855964516
12775,145779.65922336516
10104,173190.3889337318
13663,179167.868331574
9404,281431.9906948744
14724,212707.59889809828
10040,178757.8550674647
4646,201415.6398413817
4754,160638.36951607245
3310,219498.60786867014
2003,187907.17228418274
7312,186917.01400530827
10921,222379.43694911047
13419,282582.80109384505
10105,160129.26125025947
2196,441493.93572373
12659,232372.53151629193
4380,255452.9232303019
10847,145988.09867984962
10805,280163.6037775909
8709,103582.60139260224
8319,188014.685955148
2215,176582.20573255906
7000,203263.87422666076
7701,101835.80936077968
9678,178794.1759230208
14026,205055.0562664482
7971,159913.0932014881
13734,154600.40374920968
16483,201763.8752751216
6150,194670.41397175455
2931,281460.7214280373
5418,173471.97875399765
1662,444466.2887164043
2441,217851.42601908153
669,128005.7531680671
7734,193781.515608418
6010,293816.07912562566
266,143908.9250958034
632,137428.95350604813
16221,78201.71381832892
11832,162175.8122766332
5035,121601.52949580824
37,125534.39104629673
6168,184127.9402596401
11757,175599.97622520692
8086,127302.37818742622
6529,229920.25298929965
15121,184236.73948157992
13904,141364.8294357494
3711,160218.0435502525
16563,117780.59164613884
14494,170639.2075688535
3006,226425.23774554473
15299,137331.74276158633
92,302062.509870798
8066,184316.99220613972
16071,207017.0606378171
10662,120480.97463076712
3883,223279.14789481962
5511,129070.98777086672
2821,279001.3259343561
9570,196532.1807746326
4326,264598.3739802576
9251,237386.82700562736
9031,210242.69068527117
12689,149041.63997586846
16380,243506.33949423864
1053,235976.19208261196
4568,190148.99142354945
16140,111617.82115724157
14356,354962.3214829965
8466,184861.8078543975
15652,155071.6756450409
3285,127465.40663770736
3198,165495.0036398217
14088,455939.6967802755
2268,118100.36191480189
15472,228859.48365512362
1203,177674.54217256387
7157,354812.45945630275
6886,221773.47880393773
5083,262011.65458404046
7467,116437.64005473068
14068,194756.52826192358
2080,169327.43899092724
10865,160538.62648702072
13516,183492.0020581764
14150,214317.32063371298
7609,121793.78050433322
2144,401154.2441291997
10357,196258.64666537393
2396,245126.01055567298
1526,312174.95993706305
10890,230700.52721160313
8638,422569.4749040012
6050,246178.28791565908
7639,108574.31852975811
10544,202686.07870814178
9577,228676.9613028632
13195,215110.12575208215
3484,224328.65238299104
16668,336909.16963838594
7171,182804.28500739607
8547,209592.5570525215
12735,207196.3219583845
9093,198708.97874387717
15323,306597.84042836726
14897,140352.29505104607
5135,132162.1760106918
5327,206046.8825321895
13133,244344.09663600053
1676,288056.1573782619
16296,295577.21713755134
1095,154658.4601538216
12528,148326.65178600306
7348,279676.3133005353
11663,163935.32925582767
1803,196608.8666761558
1510,242218.15622905118
16045,167032.08132953895
2900,142521.18534207006
3236,168487.8092806344
1318,202050.80689130825
14948,217632.92358755186
7840,296740.3729033864
15325,184186.97661847525
8700,162134.4282916506
15706,197512.01490383263
14449,155274.9670982324
16117,188591.8431951895
4529,182699.5897011122
11199,199434.97464507536
4052,409401.63906961144
821,211353.81484262508
68,259056.60508856762
554,112753.42737272284
452,184696.87466554652
11394,298779.23787558795
11393,170250.67707519647
9535,161738.3918411933
4024,184311.23131605829
10069,222006.12089999972
12007,150345.67759821602
12368,431550.82962378045
1259,344174.977830294
1124,304596.1710407617
3707,179054.19532128822
8767,174874.49390784078
1919,172810.228379083
16741,160785.3803747213
6664,293701.57563476247
5688,394496.8474116147
7799,148014.52247423897
14843,297594.82652148686
7532,163154.40453607726
8133,165275.9504124502
6264,342933.62951155094
4125,166115.21593154082
2410,165087.28785758367
13607,210225.57697419694
1716,297577.0810004399
1370,154394.35431543743
2273,391060.2146721216
15298,321681.9985968198
4284,257624.93360214273
12303,147910.8870644814
7808,125616.8187321704
2203,142021.25012371672
7237,132829.731272429
15864,154697.4261983073
2844,164556.10575071358
5729,174711.6865117417
11812,348005.03863286244
1779,134552.72702741885
6442,144408.3418069774
6160,218058.19066900274
8266,187504.80231734936
9903,162291.03078094817
2867,134350.54193693836
6998,176173.58926470292
13932,180176.6747154981
